scenario_id,split,regime,domain_length_m,spatial_nodes,spatial_step_m,final_time_s,time_nodes,time_step_s,velocity_m_s,dispersion_m2_s,retardation_factor,decay_rate_s_1,source_concentration_mg_L,source_start_s,source_duration_s,source_end_s,dispersivity_m,peclet_number,damkohler_number,advective_travel_time_s
ADR1D-0255,train,retardation_and_decay,1000,51,20,86400,49,1800,0.086800993275,1.00869311182,1.4379433776,4.27751613068e-07,0.716265184776,2282.21447301,1985.59441681,4267.80888982,11.6207554057,86.0529255707,0.00708612397232,16565.9783759
ADR1D-0256,train,retardation_and_decay,1000,51,20,86400,49,1800,0.136783016742,10.6744987748,2.91068767484,1.0223795322e-07,0.245401403891,24.070190514,2648.04736888,2672.11755939,78.0396501633,12.8139990109,0.0021755825937,21279.5984777
ADR1D-0257,train,retardation_and_decay,1000,51,20,86400,49,1800,0.349056011993,4.05967223141,2.06105338099,1.89383641322e-05,0.494515871531,167.535967454,9089.39212303,9256.92809048,11.6304320565,85.9813285644,0.11182440091,5904.6494264
ADR1D-0258,train,retardation_and_decay,1000,51,20,86400,49,1800,0.0754018973915,4.01838907989,1.50877291574,4.88548021307e-06,0.813737945804,3113.42075609,5588.38089119,8701.80164729,53.2929437973,18.7642102077,0.0977572246972,20009.7473398
ADR1D-0259,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.0789780607087,1.15830567781,2.59955782573,3.84091561825e-06,0.418704083623,2471.49753409,5746.41634643,8217.91388052,14.6661701669,68.1841263683,0.126423492345,32914.9361532
ADR1D-0260,train,retardation_and_decay,1000,51,20,86400,49,1800,0.0998070354336,15.921720912,2.64808460341,3.16022000452e-07,4.42690154753,398.592638068,9244.95004338,9643.54268145,159.525035914,6.2686085245,0.00838470945562,26532.0434768
ADR1D-0261,train,retardation_and_decay,1000,51,20,86400,49,1800,0.240881474653,1.69246063266,2.76227336681,3.06221682156e-06,3.9479541743,2692.36427283,7822.36060682,10514.7248796,7.02611371463,142.326190639,0.035115527177,11467.3549338
ADR1D-0262,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.131984447904,14.6585776193,1.95165170111,4.6139170809e-07,0.236877809816,472.98795692,1876.6835301,2349.67148702,111.062915761,9.00390551741,0.00682259104215,14786.9823461
ADR1D-0263,test,retardation_and_decay,1000,51,20,86400,49,1800,0.0912439608261,2.3807589212,1.3425412255,2.39041960529e-07,0.746741480551,352.49464383,3409.00379338,3761.49843721,26.0922355808,38.3255776188,0.00351720468653,14713.7543499
ADR1D-0264,train,retardation_and_decay,1000,51,20,86400,49,1800,0.307158204115,8.72732158091,1.39942576523,4.04599994952e-06,0.596185961921,2177.44412781,3628.16981512,5805.61394293,28.4131156647,35.1950138731,0.0184337468432,4556.04228204
ADR1D-0265,train,retardation_and_decay,1000,51,20,86400,49,1800,0.334603243437,1.83101527187,2.00789893087,6.12701724275e-06,0.2109787912,1230.7944331,6913.82907665,8144.62350975,5.47219821619,182.74191842,0.0367672209174,6000.83522874
ADR1D-0266,train,retardation_and_decay,1000,51,20,86400,49,1800,0.128478236067,2.21117045558,2.99245721445,1.78679949354e-05,0.347588361242,2673.29578984,2830.42668832,5503.72247815,17.2104671053,58.1041754347,0.416173291203,23291.5496511
ADR1D-0267,train,retardation_and_decay,1000,51,20,86400,49,1800,0.322197196726,2.73494150533,2.82184561006,1.62238599361e-07,0.968084771064,664.082275027,4841.12333531,5505.20561033,8.48840875439,117.807710365,0.00142090708436,8758.13209651
ADR1D-0268,train,retardation_and_decay,1000,51,20,86400,49,1800,0.108946590294,1.30521753305,1.58361645317,3.5435918218e-07,0.253488725109,1054.31038799,6310.41568282,7364.72607082,11.9803431162,83.4700634451,0.00515086364537,14535.713774
ADR1D-0269,train,retardation_and_decay,1000,51,20,86400,49,1800,0.25673816679,1.54691950964,2.96430048968,2.57079084621e-06,0.200470022322,1971.4362092,2613.23146043,4584.66766963,6.02528065453,165.967372698,0.029682367291,11546.0062941
ADR1D-0270,train,retardation_and_decay,1000,51,20,86400,49,1800,0.208573053868,17.2358038671,1.35878872241,9.24978634421e-07,1.40048870608,288.285185099,9810.71123301,10098.9964181,82.6367718524,12.1011503424,0.00602594876766,6514.68968408
ADR1D-0271,train,retardation_and_decay,1000,51,20,86400,49,1800,0.197992560619,4.80355096873,1.11964688278,2.73785915014e-06,2.78884847229,915.77115321,2923.68641107,3839.45756428,24.2612699877,41.2179576958,0.0154825790089,5654.99470931
ADR1D-0272,train,retardation_and_decay,1000,51,20,86400,49,1800,0.0684231043483,3.05302943159,1.19551145221,1.20402333275e-05,2.94142384708,894.628406563,8273.45540284,9168.08380941,44.6198613856,22.4115442977,0.210370999202,17472.3357496
ADR1D-0273,train,retardation_and_decay,1000,51,20,86400,49,1800,0.0599028352772,8.04974737162,1.78162913921,8.8510893932e-06,1.44326698893,2333.65778676,4366.15423677,6699.81202353,134.380072903,7.44157953184,0.263248954807,29741.9835133
ADR1D-0274,train,retardation_and_decay,1000,51,20,86400,49,1800,0.113736805534,13.8226791041,1.69438807441,2.68328907021e-07,0.406926966656,963.912079021,7663.96457717,8627.87665619,121.532155218,8.22827504548,0.00399741577004,14897.4473695
ADR1D-0275,train,retardation_and_decay,1000,51,20,86400,49,1800,0.29284379209,1.33113652842,1.64370264152,1.895907203e-07,4.25094851991,1582.52320628,2342.13618936,3924.65939564,4.54555146593,219.995309149,0.00106415357327,5612.89904691
ADR1D-0276,train,retardation_and_decay,1000,51,20,86400,49,1800,0.143671217838,1.39311296807,1.79129881265,1.48002695073e-05,0.268911647384,1904.4259263,2226.0411783,4130.46710459,9.69653483167,103.129624898,0.184530385377,12468.0422398
ADR1D-0277,train,retardation_and_decay,1000,51,20,86400,49,1800,0.231095208625,3.17793200653,1.54827917246,5.8208406496e-06,1.04815505159,1756.31871827,4116.04073381,5872.35945208,13.7516135684,72.7187391518,0.0389981531751,6699.74588255
ADR1D-0278,train,retardation_and_decay,1000,51,20,86400,49,1800,0.198928064255,10.4798048556,2.38821901994,1.26778158259e-05,2.60197279909,1510.35819507,6162.32066515,7672.67886022,52.6813795468,18.9820389785,0.15220276234,12005.4404032
ADR1D-0279,test,retardation_and_decay,1000,51,20,86400,49,1800,0.0837656411707,2.08056767153,2.21664265091,1.4006835655e-06,0.667100842062,3251.69897276,5966.61134124,9218.310314,24.8379603194,40.2609548908,0.0370654947341,26462.4328058
ADR1D-0280,train,retardation_and_decay,1000,51,20,86400,49,1800,0.213900533052,2.44448151022,2.45652161631,1.39459277344e-07,0.226475216199,723.821092585,7999.31966925,8723.14076183,11.4281225733,87.5034366828,0.0016016076468,11484.4109141
ADR1D-0281,test,retardation_and_decay,1000,51,20,86400,49,1800,0.169213770807,10.0380066552,2.87677228172,9.771556695e-07,2.46430152508,3296.08111904,9122.00088253,12418.0820016,59.3214524284,16.8573080911,0.0166124443154,17000.8165883
ADR1D-0282,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.175362454247,9.34866695424,2.24093103747,7.63027922104e-06,1.33112307604,1622.07765434,6393.88043562,8015.95808997,53.3105389885,18.7580170633,0.0975062170774,12778.8530738
ADR1D-0283,train,retardation_and_decay,1000,51,20,86400,49,1800,0.149067518133,4.64364579823,2.83330577363,2.74935643396e-07,0.309928766054,2763.92332356,5070.66651289,7834.58983645,31.1512920883,32.1013971801,0.00522566388418,19006.8621865
ADR1D-0284,train,retardation_and_decay,1000,51,20,86400,49,1800,0.186382224888,1.57768816016,1.13676886214,3.973157063e-07,0.284037955894,3015.45993401,3787.12026963,6802.58020364,8.46479947917,118.136289284,0.00242327895608,6099.12701074
ADR1D-0285,train,retardation_and_decay,1000,51,20,86400,49,1800,0.243186372087,13.0817205144,2.39416378416,8.21271101985e-06,1.29862234575,1664.95918354,3995.58334523,5660.54252877,53.7929835545,18.5897850225,0.0808539357067,9844.97512591
ADR1D-0286,test,retardation_and_decay,1000,51,20,86400,49,1800,0.303941515343,1.234251665,1.67194690903,1.63384930833e-06,2.38057616871,1936.57009633,4784.06229716,6720.6323935,4.06081960737,246.25570616,0.0089876149292,5500.88363924
ADR1D-0287,train,retardation_and_decay,1000,51,20,86400,49,1800,0.316494414355,2.26571152926,2.5252635455,2.08230939813e-07,3.12189240925,2416.10673551,7058.13196102,9474.23869654,7.15877256123,139.688751311,0.00166144480757,7978.85659578
ADR1D-0288,train,retardation_and_decay,1000,51,20,86400,49,1800,0.0543508916713,16.4915435191,2.72903918761,1.87073184262e-07,0.439383900808,2868.64567928,10766.8741757,13635.5198549,303.427285403,3.29568251804,0.00939322309353,50211.4887849
ADR1D-0289,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.286384077009,12.0925068263,2.3254293337,1.15817420028e-07,1.08535623574,2826.86174389,7312.36418292,10139.2259268,42.2247876091,23.6827715809,0.000940433660628,8119.96727609
ADR1D-0290,train,retardation_and_decay,1000,51,20,86400,49,1800,0.301951394525,11.7734507454,2.29554508011,7.20509900628e-07,0.991681819379,1358.60085259,9434.00767247,10792.6085251,38.9912116945,25.6468049219,0.00547758012563,7602.36621434
ADR1D-0291,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.296855297056,2.86914347671,1.57482262464,1.37939011583e-05,0.850245532861,2115.01223079,7136.80455265,9251.81678345,9.66512474315,103.46477946,0.0731768906993,5305.0177654
ADR1D-0292,train,retardation_and_decay,1000,51,20,86400,49,1800,0.116574541017,19.7457099988,1.4966737815,1.29732820422e-07,3.70554655931,2088.71379248,3513.87609198,5602.58988447,169.382695626,5.90379079931,0.00166560991133,12838.7705278
ADR1D-0293,train,retardation_and_decay,1000,51,20,86400,49,1800,0.156780068122,1.67102813829,1.40505061491,5.92319636089e-07,0.561245740327,537.989545621,7363.1223096,7901.11185523,10.6584220705,93.8225183223,0.00530832189882,8961.92119151
ADR1D-0294,train,retardation_and_decay,1000,51,20,86400,49,1800,0.321971987104,4.98803083982,2.69732912478,1.08691068564e-05,0.280426754662,1688.39314427,6663.844511,8352.23765527,15.4921267675,64.5489166856,0.0910562398539,8377.52734031
ADR1D-0295,train,retardation_and_decay,1000,51,20,86400,49,1800,0.223684675022,4.49751783387,1.87343734392,4.81935908136e-06,0.787706266953,1129.50332716,8634.25585621,9763.75918337,20.1065085636,49.7351390888,0.0403638169484,8375.34955728
ADR1D-0296,train,retardation_and_decay,1000,51,20,86400,49,1800,0.215657984801,3.62812662728,2.56590034742,2.76722925886e-06,1.91669854677,1290.85925603,9992.71270034,11283.5719564,16.823520959,59.4405893056,0.0329245148204,11898.0076244
ADR1D-0297,test,retardation_and_decay,1000,51,20,86400,49,1800,0.247029102865,17.8770759396,2.68221429497,7.0551762637e-06,3.34801863127,3051.90054208,2415.91457987,5467.81512195,72.3682988452,13.8182051528,0.076604312644,10857.8878515
ADR1D-0298,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.202008310871,12.6825631542,2.20228297237,1.69352677372e-07,3.59222230616,522.213227279,8382.89483412,8905.1080614,62.7823830589,15.9280350837,0.00184627313646,10901.9424145
ADR1D-0299,test,retardation_and_decay,1000,51,20,86400,49,1800,0.28056460231,7.03313204376,1.23732962153,7.27766959789e-07,1.5088602378,3147.6746033,3319.66074922,6467.33535252,25.0677811308,39.8918434298,0.00320955533771,4410.14159071
ADR1D-0300,test,retardation_and_decay,1000,51,20,86400,49,1800,0.164545397592,3.22305650474,2.03666961246,1.54980366132e-06,0.3329671627,2931.42195675,5841.01190389,8772.43386063,19.5876429965,51.0525947497,0.0191827791509,12377.5544152
